oid_evbc_b64,total_assessed_value,total_assessed_building,total_assessed_land,previous_total,previous_land,previous_building,year_built,address,geometry,bedrooms,bathrooms,carport,garage,storeys,sales_history,zoning,pid
QTAwMDBNMVY4Uw==,57000,57000,0,36800,0,36800,1974,28-4625 GRAHAM AVE,"[[-1431485453, 726564113], [-1431486323, 726563393], [-1431484545, 726648851], [-1431484401, 726655738], [-1431475761, 726655554], [-1431467120, 726655370], [-1431468695, 726579787], [-1431468792, 726579721], [-1431468971, 726579598], [-1431470129, 726578441], [-1431470825, 726577809], [-1431471816, 726576885], [-1431472488, 726576346], [-1431473225, 726575726], [-1431474094, 726574985], [-1431475015, 726574226], [-1431475709, 726573636], [-1431476424, 726573078], [-1431477077, 726572475], [-1431477499, 726572057], [-1431477983, 726571579], [-1431478693, 726570874], [-1431479369, 726570220], [-1431480045, 726569576], [-1431480764, 726568892], [-1431481486, 726568146], [-1431482182, 726567503], [-1431483072, 726566511], [-1431483786, 726565701], [-1431484593, 726564906], [-1431485453, 726564113]]",,,0,0,,"[{""date"": ""2015-10-30"", ""price"": 54000}]",,
QTAwMDBNMVY4VA==,51500,51500,0,55000,0,55000,1976,29-4625 GRAHAM AVE,"[[-1431485453, 726564113], [-1431486323, 726563393], [-1431484545, 726648851], [-1431484401, 726655738], [-1431475761, 726655554], [-1431467120, 726655370], [-1431468695, 726579787], [-1431468792, 726579721], [-1431468971, 726579598], [-1431470129, 726578441], [-1431470825, 726577809], [-1431471816, 726576885], [-1431472488, 726576346], [-1431473225, 726575726], [-1431474094, 726574985], [-1431475015, 726574226], [-1431475709, 726573636], [-1431476424, 726573078], [-1431477077, 726572475], [-1431477499, 726572057], [-1431477983, 726571579], [-1431478693, 726570874], [-1431479369, 726570220], [-1431480045, 726569576], [-1431480764, 726568892], [-1431481486, 726568146], [-1431482182, 726567503], [-1431483072, 726566511], [-1431483786, 726565701], [-1431484593, 726564906], [-1431485453, 726564113]]",,,0,0,,[],,
QTAwMDBNMVY4Vg==,83800,83800,0,78300,0,78300,1994,30-4625 GRAHAM AVE,"[[-1431485453, 726564113], [-1431486323, 726563393], [-1431484545, 726648851], [-1431484401, 726655738], [-1431475761, 726655554], [-1431467120, 726655370], [-1431468695, 726579787], [-1431468792, 726579721], [-1431468971, 726579598], [-1431470129, 726578441], [-1431470825, 726577809], [-1431471816, 726576885], [-1431472488, 726576346], [-1431473225, 726575726], [-1431474094, 726574985], [-1431475015, 726574226], [-1431475709, 726573636], [-1431476424, 726573078], [-1431477077, 726572475], [-1431477499, 726572057], [-1431477983, 726571579], [-1431478693, 726570874], [-1431479369, 726570220], [-1431480045, 726569576], [-1431480764, 726568892], [-1431481486, 726568146], [-1431482182, 726567503], [-1431483072, 726566511], [-1431483786, 726565701], [-1431484593, 726564906], [-1431485453, 726564113]]",,,0,0,,[],,
QTAwMDBNMVY4Vw==,32200,32200,0,34600,0,34600,1970,31-4625 GRAHAM AVE,"[[-1431485453, 726564113], [-1431486323, 726563393], [-1431484545, 726648851], [-1431484401, 726655738], [-1431475761, 726655554], [-1431467120, 726655370], [-1431468695, 726579787], [-1431468792, 726579721], [-1431468971, 726579598], [-1431470129, 726578441], [-1431470825, 726577809], [-1431471816, 726576885], [-1431472488, 726576346], [-1431473225, 726575726], [-1431474094, 726574985], [-1431475015, 726574226], [-1431475709, 726573636], [-1431476424, 726573078], [-1431477077, 726572475], [-1431477499, 726572057], [-1431477983, 726571579], [-1431478693, 726570874], [-1431479369, 726570220], [-1431480045, 726569576], [-1431480764, 726568892], [-1431481486, 726568146], [-1431482182, 726567503], [-1431483072, 726566511], [-1431483786, 726565701], [-1431484593, 726564906], [-1431485453, 726564113]]",,,0,0,,[],,
QTAwMDBNMVY4WA==,30000,30000,0,32200,0,32200,1970,32-4625 GRAHAM AVE,"[[-1431485453, 726564113], [-1431486323, 726563393], [-1431484545, 726648851], [-1431484401, 726655738], [-1431475761, 726655554], [-1431467120, 726655370], [-1431468695, 726579787], [-1431468792, 726579721], [-1431468971, 726579598], [-1431470129, 726578441], [-1431470825, 726577809], [-1431471816, 726576885], [-1431472488, 726576346], [-1431473225, 726575726], [-1431474094, 726574985], [-1431475015, 726574226], [-1431475709, 726573636], [-1431476424, 726573078], [-1431477077, 726572475], [-1431477499, 726572057], [-1431477983, 726571579], [-1431478693, 726570874], [-1431479369, 726570220], [-1431480045, 726569576], [-1431480764, 726568892], [-1431481486, 726568146], [-1431482182, 726567503], [-1431483072, 726566511], [-1431483786, 726565701], [-1431484593, 726564906], [-1431485453, 726564113]]",,,0,0,,[],,
QTAwMDBNMVY4WQ==,35000,35000,0,37200,0,37200,1974,33-4625 GRAHAM AVE,"[[-1431485453, 726564113], [-1431486323, 726563393], [-1431484545, 726648851], [-1431484401, 726655738], [-1431475761, 726655554], [-1431467120, 726655370], [-1431468695, 726579787], [-1431468792, 726579721], [-1431468971, 726579598], [-1431470129, 726578441], [-1431470825, 726577809], [-1431471816, 726576885], [-1431472488, 726576346], [-1431473225, 726575726], [-1431474094, 726574985], [-1431475015, 726574226], [-1431475709, 726573636], [-1431476424, 726573078], [-1431477077, 726572475], [-1431477499, 726572057], [-1431477983, 726571579], [-1431478693, 726570874], [-1431479369, 726570220], [-1431480045, 726569576], [-1431480764, 726568892], [-1431481486, 726568146], [-1431482182, 726567503], [-1431483072, 726566511], [-1431483786, 726565701], [-1431484593, 726564906], [-1431485453, 726564113]]",,,0,0,,[],,
QTAwMDBNMVY4Wg==,65500,65500,0,62200,0,62200,1979,34-4625 GRAHAM AVE,"[[-1431485453, 726564113], [-1431486323, 726563393], [-1431484545, 726648851], [-1431484401, 726655738], [-1431475761, 726655554], [-1431467120, 726655370], [-1431468695, 726579787], [-1431468792, 726579721], [-1431468971, 726579598], [-1431470129, 726578441], [-1431470825, 726577809], [-1431471816, 726576885], [-1431472488, 726576346], [-1431473225, 726575726], [-1431474094, 726574985], [-1431475015, 726574226], [-1431475709, 726573636], [-1431476424, 726573078], [-1431477077, 726572475], [-1431477499, 726572057], [-1431477983, 726571579], [-1431478693, 726570874], [-1431479369, 726570220], [-1431480045, 726569576], [-1431480764, 726568892], [-1431481486, 726568146], [-1431482182, 726567503], [-1431483072, 726566511], [-1431483786, 726565701], [-1431484593, 726564906], [-1431485453, 726564113]]",,,0,0,,[],,
RDAwMDBFU0wwRg==,110000,110000,0,102000,0,102000,2011,35-4625 GRAHAM AVE,"[[-1431485453, 726564113], [-1431486323, 726563393], [-1431484545, 726648851], [-1431484401, 726655738], [-1431475761, 726655554], [-1431467120, 726655370], [-1431468695, 726579787], [-1431468792, 726579721], [-1431468971, 726579598], [-1431470129, 726578441], [-1431470825, 726577809], [-1431471816, 726576885], [-1431472488, 726576346], [-1431473225, 726575726], [-1431474094, 726574985], [-1431475015, 726574226], [-1431475709, 726573636], [-1431476424, 726573078], [-1431477077, 726572475], [-1431477499, 726572057], [-1431477983, 726571579], [-1431478693, 726570874], [-1431479369, 726570220], [-1431480045, 726569576], [-1431480764, 726568892], [-1431481486, 726568146], [-1431482182, 726567503], [-1431483072, 726566511], [-1431483786, 726565701], [-1431484593, 726564906], [-1431485453, 726564113]]",,,0,0,,"[{""date"": ""2014-07-31"", ""price"": 124900}]",,
QTAwMDBNMVY5MQ==,48600,48600,0,46700,0,46700,1977,36-4625 GRAHAM AVE,"[[-1431485453, 726564113], [-1431486323, 726563393], [-1431484545, 726648851], [-1431484401, 726655738], [-1431475761, 726655554], [-1431467120, 726655370], [-1431468695, 726579787], [-1431468792, 726579721], [-1431468971, 726579598], [-1431470129, 726578441], [-1431470825, 726577809], [-1431471816, 726576885], [-1431472488, 726576346], [-1431473225, 726575726], [-1431474094, 726574985], [-1431475015, 726574226], [-1431475709, 726573636], [-1431476424, 726573078], [-1431477077, 726572475], [-1431477499, 726572057], [-1431477983, 726571579], [-1431478693, 726570874], [-1431479369, 726570220], [-1431480045, 726569576], [-1431480764, 726568892], [-1431481486, 726568146], [-1431482182, 726567503], [-1431483072, 726566511], [-1431483786, 726565701], [-1431484593, 726564906], [-1431485453, 726564113]]",,,0,0,,[],,
QTAwMDBNMVY5Mg==,28600,28600,0,30500,0,30500,1973,37-4625 GRAHAM AVE,"[[-1431485453, 726564113], [-1431486323, 726563393], [-1431484545, 726648851], [-1431484401, 726655738], [-1431475761, 726655554], [-1431467120, 726655370], [-1431468695, 726579787], [-1431468792, 726579721], [-1431468971, 726579598], [-1431470129, 726578441], [-1431470825, 726577809], [-1431471816, 726576885], [-1431472488, 726576346], [-1431473225, 726575726], [-1431474094, 726574985], [-1431475015, 726574226], [-1431475709, 726573636], [-1431476424, 726573078], [-1431477077, 726572475], [-1431477499, 726572057], [-1431477983, 726571579], [-1431478693, 726570874], [-1431479369, 726570220], [-1431480045, 726569576], [-1431480764, 726568892], [-1431481486, 726568146], [-1431482182, 726567503], [-1431483072, 726566511], [-1431483786, 726565701], [-1431484593, 726564906], [-1431485453, 726564113]]",,,0,0,,"[{""date"": ""2014-06-19"", ""price"": 24000}]",,
QTAwMDBNMVY5NA==,87100,87100,0,81400,0,81400,2000,38-4625 GRAHAM AVE,"[[-1431485453, 726564113], [-1431486323, 726563393], [-1431484545, 726648851], [-1431484401, 726655738], [-1431475761, 726655554], [-1431467120, 726655370], [-1431468695, 726579787], [-1431468792, 726579721], [-1431468971, 726579598], [-1431470129, 726578441], [-1431470825, 726577809], [-1431471816, 726576885], [-1431472488, 726576346], [-1431473225, 726575726], [-1431474094, 726574985], [-1431475015, 726574226], [-1431475709, 726573636], [-1431476424, 726573078], [-1431477077, 726572475], [-1431477499, 726572057], [-1431477983, 726571579], [-1431478693, 726570874], [-1431479369, 726570220], [-1431480045, 726569576], [-1431480764, 726568892], [-1431481486, 726568146], [-1431482182, 726567503], [-1431483072, 726566511], [-1431483786, 726565701], [-1431484593, 726564906], [-1431485453, 726564113]]",,,0,0,,[],,
QTAwMDBNMVY5NQ==,48000,48000,0,46100,0,46100,1977,39-4625 GRAHAM AVE,"[[-1431485453, 726564113], [-1431486323, 726563393], [-1431484545, 726648851], [-1431484401, 726655738], [-1431475761, 726655554], [-1431467120, 726655370], [-1431468695, 726579787], [-1431468792, 726579721], [-1431468971, 726579598], [-1431470129, 726578441], [-1431470825, 726577809], [-1431471816, 726576885], [-1431472488, 726576346], [-1431473225, 726575726], [-1431474094, 726574985], [-1431475015, 726574226], [-1431475709, 726573636], [-1431476424, 726573078], [-1431477077, 726572475], [-1431477499, 726572057], [-1431477983, 726571579], [-1431478693, 726570874], [-1431479369, 726570220], [-1431480045, 726569576], [-1431480764, 726568892], [-1431481486, 726568146], [-1431482182, 726567503], [-1431483072, 726566511], [-1431483786, 726565701], [-1431484593, 726564906], [-1431485453, 726564113]]",,,0,0,,[],,
QTAwMDBNMVY5Ng==,44000,44000,0,47000,0,47000,1972,40-4625 GRAHAM AVE,"[[-1431485453, 726564113], [-1431486323, 726563393], [-1431484545, 726648851], [-1431484401, 726655738], [-1431475761, 726655554], [-1431467120, 726655370], [-1431468695, 726579787], [-1431468792, 726579721], [-1431468971, 726579598], [-1431470129, 726578441], [-1431470825, 726577809], [-1431471816, 726576885], [-1431472488, 726576346], [-1431473225, 726575726], [-1431474094, 726574985], [-1431475015, 726574226], [-1431475709, 726573636], [-1431476424, 726573078], [-1431477077, 726572475], [-1431477499, 726572057], [-1431477983, 726571579], [-1431478693, 726570874], [-1431479369, 726570220], [-1431480045, 726569576], [-1431480764, 726568892], [-1431481486, 726568146], [-1431482182, 726567503], [-1431483072, 726566511], [-1431483786, 726565701], [-1431484593, 726564906], [-1431485453, 726564113]]",,,1,0,,[],,
QTAwMDBNMVY5Nw==,40300,40300,0,43700,0,43700,1974,41-4625 GRAHAM AVE,"[[-1431485453, 726564113], [-1431486323, 726563393], [-1431484545, 726648851], [-1431484401, 726655738], [-1431475761, 726655554], [-1431467120, 726655370], [-1431468695, 726579787], [-1431468792, 726579721], [-1431468971, 726579598], [-1431470129, 726578441], [-1431470825, 726577809], [-1431471816, 726576885], [-1431472488, 726576346], [-1431473225, 726575726], [-1431474094, 726574985], [-1431475015, 726574226], [-1431475709, 726573636], [-1431476424, 726573078], [-1431477077, 726572475], [-1431477499, 726572057], [-1431477983, 726571579], [-1431478693, 726570874], [-1431479369, 726570220], [-1431480045, 726569576], [-1431480764, 726568892], [-1431481486, 726568146], [-1431482182, 726567503], [-1431483072, 726566511], [-1431483786, 726565701], [-1431484593, 726564906], [-1431485453, 726564113]]",,,0,0,,"[{""date"": ""2016-11-10"", ""price"": 41000}]",,
QTAwMDBNMVY5OA==,36900,36900,0,39400,0,39400,1972,42-4625 GRAHAM AVE,"[[-1431485453, 726564113], [-1431486323, 726563393], [-1431484545, 726648851], [-1431484401, 726655738], [-1431475761, 726655554], [-1431467120, 726655370], [-1431468695, 726579787], [-1431468792, 726579721], [-1431468971, 726579598], [-1431470129, 726578441], [-1431470825, 726577809], [-1431471816, 726576885], [-1431472488, 726576346], [-1431473225, 726575726], [-1431474094, 726574985], [-1431475015, 726574226], [-1431475709, 726573636], [-1431476424, 726573078], [-1431477077, 726572475], [-1431477499, 726572057], [-1431477983, 726571579], [-1431478693, 726570874], [-1431479369, 726570220], [-1431480045, 726569576], [-1431480764, 726568892], [-1431481486, 726568146], [-1431482182, 726567503], [-1431483072, 726566511], [-1431483786, 726565701], [-1431484593, 726564906], [-1431485453, 726564113]]",,,0,0,,"[{""date"": ""2015-04-01"", ""price"": 35000}]",,
QTAwMDBNMVY5OQ==,49900,49900,0,47700,0,47700,1979,43-4625 GRAHAM AVE,"[[-1431485453, 726564113], [-1431486323, 726563393], [-1431484545, 726648851], [-1431484401, 726655738], [-1431475761, 726655554], [-1431467120, 726655370], [-1431468695, 726579787], [-1431468792, 726579721], [-1431468971, 726579598], [-1431470129, 726578441], [-1431470825, 726577809], [-1431471816, 726576885], [-1431472488, 726576346], [-1431473225, 726575726], [-1431474094, 726574985], [-1431475015, 726574226], [-1431475709, 726573636], [-1431476424, 726573078], [-1431477077, 726572475], [-1431477499, 726572057], [-1431477983, 726571579], [-1431478693, 726570874], [-1431479369, 726570220], [-1431480045, 726569576], [-1431480764, 726568892], [-1431481486, 726568146], [-1431482182, 726567503], [-1431483072, 726566511], [-1431483786, 726565701], [-1431484593, 726564906], [-1431485453, 726564113]]",,,0,0,,[],,
QTAwMDBNMVY5QQ==,42600,42600,0,45400,0,45400,1973,44-4625 GRAHAM AVE,"[[-1431485453, 726564113], [-1431486323, 726563393], [-1431484545, 726648851], [-1431484401, 726655738], [-1431475761, 726655554], [-1431467120, 726655370], [-1431468695, 726579787], [-1431468792, 726579721], [-1431468971, 726579598], [-1431470129, 726578441], [-1431470825, 726577809], [-1431471816, 726576885], [-1431472488, 726576346], [-1431473225, 726575726], [-1431474094, 726574985], [-1431475015, 726574226], [-1431475709, 726573636], [-1431476424, 726573078], [-1431477077, 726572475], [-1431477499, 726572057], [-1431477983, 726571579], [-1431478693, 726570874], [-1431479369, 726570220], [-1431480045, 726569576], [-1431480764, 726568892], [-1431481486, 726568146], [-1431482182, 726567503], [-1431483072, 726566511], [-1431483786, 726565701], [-1431484593, 726564906], [-1431485453, 726564113]]",,,1,0,,[],,
QTAwMDBNMVY5Qg==,56900,56900,0,54100,0,54100,1980,45-4625 GRAHAM AVE,"[[-1431485453, 726564113], [-1431486323, 726563393], [-1431484545, 726648851], [-1431484401, 726655738], [-1431475761, 726655554], [-1431467120, 726655370], [-1431468695, 726579787], [-1431468792, 726579721], [-1431468971, 726579598], [-1431470129, 726578441], [-1431470825, 726577809], [-1431471816, 726576885], [-1431472488, 726576346], [-1431473225, 726575726], [-1431474094, 726574985], [-1431475015, 726574226], [-1431475709, 726573636], [-1431476424, 726573078], [-1431477077, 726572475], [-1431477499, 726572057], [-1431477983, 726571579], [-1431478693, 726570874], [-1431479369, 726570220], [-1431480045, 726569576], [-1431480764, 726568892], [-1431481486, 726568146], [-1431482182, 726567503], [-1431483072, 726566511], [-1431483786, 726565701], [-1431484593, 726564906], [-1431485453, 726564113]]",,,0,0,,"[{""date"": ""2014-12-15"", ""price"": 47900}]",,
QTAwMDBNMVY5Qw==,55500,55500,0,53000,0,53000,1979,46-4625 GRAHAM AVE,"[[-1431485453, 726564113], [-1431486323, 726563393], [-1431484545, 726648851], [-1431484401, 726655738], [-1431475761, 726655554], [-1431467120, 726655370], [-1431468695, 726579787], [-1431468792, 726579721], [-1431468971, 726579598], [-1431470129, 726578441], [-1431470825, 726577809], [-1431471816, 726576885], [-1431472488, 726576346], [-1431473225, 726575726], [-1431474094, 726574985], [-1431475015, 726574226], [-1431475709, 726573636], [-1431476424, 726573078], [-1431477077, 726572475], [-1431477499, 726572057], [-1431477983, 726571579], [-1431478693, 726570874], [-1431479369, 726570220], [-1431480045, 726569576], [-1431480764, 726568892], [-1431481486, 726568146], [-1431482182, 726567503], [-1431483072, 726566511], [-1431483786, 726565701], [-1431484593, 726564906], [-1431485453, 726564113]]",,,0,0,,"[{""date"": ""2016-01-04"", ""price"": 60000}]",,
